site,nwp_score, deep_leaning_score, deeplearning_up, nwp_bigwind_score, deep_leaning_bigwind_score, deep_learning_bigwind_up
site0/,1.7305178505980277,1.3296840268727363,0.231626517800306,3.0807372399272133,1.8963871311199278,0.38443723582062694
site1/,1.4493673258388544,1.2793246433651382,0.11732200625904145,2.516080397122229,1.6763523080257232,0.3337445377568007
site2/,1.1520155823979252,0.9378403045996744,0.18591352501712183,1.3352742811143794,1.4096095750564699,-0.055670430407790454
site3/,1.484419258316743,1.344091416389139,0.09453383277089027,2.6502423656115752,1.7497850694822306,0.33976413169350017
site4/,1.129686057724164,1.0565510992175786,0.06473918838471038,1.6404354507430483,1.6547978350890054,-0.008755226753635135
site5/,1.616665459716797,1.309108393801016,0.1902416260997239,2.6437568639659115,1.640602983599485,0.37944256298273615
site6/,1.1108095564327127,0.9448786599100597,0.14937834803611927,1.4091861198192426,1.536516436324141,-0.09035734507605796
site7/,1.6409751133379422,1.3266516647656796,0.19154674925745255,2.8194808412167505,1.8036713484801623,0.3602824597659668
site8/,1.569473613068471,1.285957619937243,0.18064400112909654,2.815228314496619,1.8393565057154628,0.3466403785995056
